0.0,0.0,1.14200272955817e-06
7.462311838687152e-14,-3.001547812971634e-13,3.423959036329913e-06
3.7021067139479457e-13,-1.4946281200666922e-12,6.843828892279749e-06
1.1021765491952404e-12,-4.4655697318076554e-12,1.139958038418016e-05
2.5525847412903063e-12,-1.0377211721837374e-11,1.7089188855082433e-05
5.067919240881927e-12,-2.0670081541480946e-11,2.3910636173889192e-05
9.05702012424179e-12,-3.7055328634879864e-11,3.1861910113688174e-05
1.498916348075893e-11,-6.150916211605077e-11,4.0941003822474374e-05
2.3392266166847757e-11,-9.626739694655714e-11,5.114591537238735e-05
3.485119916056376e-11,-1.438201061959942e-10,6.247464737569916e-05
5.000619567827114e-11,-2.069063770643523e-10,7.492520665756982e-05
6.955134224324527e-11,-2.885091684302584e-10,8.849560397709373e-05
9.423314262222038e-11,-3.9185026776446774e-10,0.00010318385378943667
1.248491460150125e-10,-5.20385345315643e-10,0.00011898797404294335
1.6224663213297084e-10,-6.777991035368603e-10,0.000135905986006013
2.0732134686683348e-10,-8.680005197775733e-10,0.0001539359141193181
2.6101628315134686e-10,-1.0951181803178373e-09,0.0001730757858696022
3.243205024063404e-10,-1.3634957038701762e-09,0.000193323631681854
3.9826799259187414e-10,-1.6776872527201177e-09,0.00021467748482713195
4.839365594756389e-10,-2.0424531297195897e-09,0.0002371353813437189
5.82446748188479e-10,-2.462755459388427e-09,0.0002606953599696318
6.949607925510471e-10,-2.943753951418463e-09,0.00028535546208480444
8.226815900016825e-10,-3.490801744912329e-09,0.0003111137316615104
9.668517002515433e-10,-4.109441331725318e-09,0.0003379682152218077
1.1287523660454127e-09,-4.8054005573136706e-09,0.0003659169618009647
1.3097025546219078e-09,-5.584588697526534e-09,0.00039495802291598405
1.5110580186505372e-09,-6.453092609811683e-09,0.0004250894525384691
1.7342103755798719e-09,-7.417172957337046e-09,0.00045630930707119205
1.980586204464991e-09,-8.483260504561166e-09,0.0004886156453278159
2.2516461594567446e-09,-9.657952482815964e-09,0.0005220065285153045
2.5488840992331168e-09,-1.094800902449474e-08,0.0005564800202186239
2.8738262317365505e-09,-1.2360349664467132e-08,0.000592034186387395
3.22803027365259e-09,-1.3902049907370917e-08,0.0006286670953242116
3.6130846241264083e-09,-1.5580337859458033e-08,0.0006663768176743767
4.030607552266225e-09,-1.7402590923699092e-08,0.0007051614264168469
4.482246398027583e-09,-1.937633255687695e-08,0.0007450189968562092
4.969676786111052e-09,-2.1509229087425623e-08,0.0007859476066155352
5.4946018525390774e-09,-2.380908659279604e-08,0.0008279453356299849
6.05875148360623e-09,-2.628384783515475e-08,0.0008710102661410494
6.6638815669216954e-09,-2.89415892542458e-08,0.0009151404826913379
7.3117732542840404e-09,-3.17905180162697e-08,0.0009603340721198294
8.004232236146644e-09,-3.4838969117656455e-08,0.0010065891235575203
8.743088027448065e-09,-3.809540254263231e-08,0.0010539037284234105
9.530193264595401e-09,-4.15684004735021e-08,0.001102275980420776
1.0367423013400713e-08,-4.5266664552590765e-08,0.0011517039755336899
1.1256674087781068e-08,-4.9199013194808906e-08,0.0012021858120237507
1.2199864379041915e-08,-5.337437894982813e-08,0.0012537195904269913
1.3198932195571604e-08,-5.7801805912872386e-08,0.0013063034135509404
1.4255835612781937e-08,-6.249044718315144e-08,0.0013599353864718142
1.537255183313596e-08,-6.744956236898229e-08,0.00141461361653182
1.655107655610979e-08,-7.268851513866365e-08,0.0014703362133365544
1.7793423357940286e-08,-7.821677081618715e-08,0.0015271012887524836
1.9101623081014867e-08,-8.40438940208878e-08,0.0015849069569044932
2.047772323276378e-08,-9.017954635015394e-08,0.0016437513341734972
2.1923787393918916e-08,-9.663348410433472e-08,0.0017036325391940983
2.344189463600643e-08,-1.0341555605300075e-07,0.0017645486928522917
2.5034138947943723e-08,-1.1053570124173015e-07,0.0018264979182832067
2.6702628671613967e-08,-1.1800394683860922e-07,0.0018894783408688804
2.844948594629409e-08,-1.2583040601965323e-07,0.0019534880882360584
3.027684616181455e-08,-1.3402527589236854e-07,0.00201852529025402
3.2186857420331524e-08,-1.4259883545669338e-07,0.0020845880790324235
3.4181680006594216e-08,-1.5156144360256974e-07,0.0021516745889191696
